OrderID,OrderDate,Region,Category,SubCategory,Customer,Quantity,Sales,Discount,Profit,RepeatCustomer
1628,2025-05-29,South,Technology,Phones,Customer_020,5,574.28,0,170.01,No
1629,2025-06-01,South,Office Supplies,Envelopes,Customer_043,2,154.98,0.15,20.58,Yes
1630,2025-10-27,East,Technology,Machines,Customer_003,8,3762.73,0,927.68,No
1631,2025-06-10,North,Technology,Machines,Customer_012,5,1956.24,0,570.6,No
1632,2025-11-06,South,Furniture,Chairs,Customer_042,1,225.59,0,33.55,Yes
1633,2025-12-03,West,Technology,Copiers,Customer_026,6,1955.52,0.2,341.75,No
1634,2025-03-11,East,Furniture,Tables,Customer_042,4,383.75,0,39.26,No
1635,2025-02-14,South,Technology,Accessories,Customer_045,1,417.45,0,38.21,Yes
1636,2025-01-11,West,Technology,Copiers,Customer_055,7,2224.58,0,296.9,Yes
1637,2025-10-24,West,Technology,Copiers,Customer_040,8,2421.79,0.1,373.86,No
1638,2025-09-28,West,Furniture,Chairs,Customer_032,5,292.14,0.2,36.06,No
1639,2025-01-11,East,Technology,Copiers,Customer_044,8,5232.98,0,925.76,No
1640,2025-03-09,East,Office Supplies,Envelopes,Customer_031,7,263.94,0.2,45.0,Yes
1641,2025-05-25,South,Office Supplies,Paper,Customer_051,3,129.83,0,11.57,Yes
1642,2025-05-01,West,Technology,Machines,Customer_056,5,277.18,0,60.77,Yes
1643,2025-08-09,North,Furniture,Bookcases,Customer_050,8,1114.11,0,332.47,No
1644,2025-03-19,North,Office Supplies,Labels,Customer_052,2,100.64,0.2,5.04,No
1645,2025-11-09,West,Furniture,Chairs,Customer_056,1,258.06,0.15,16.75,No
1646,2025-05-30,South,Technology,Accessories,Customer_009,2,1305.09,0,276.38,Yes
1647,2025-08-01,North,Furniture,Storage,Customer_018,8,3839.95,0,467.28,Yes
1648,2025-07-04,East,Office Supplies,Envelopes,Customer_059,7,473.48,0,40.01,Yes
1649,2025-01-16,West,Technology,Machines,Customer_050,2,815.9,0,109.8,No
